,id,corruption,fold,test_score
23,50,lgbm,23,0.9842887261261805
24,50,lgbm,24,0.994782461632168
25,50,lgbm,25,0.9842887261261805
26,50,lgbm,26,0.9790915103415104
27,50,lgbm,27,0.9895457551707553
28,50,lgbm,28,0.9738145435436341
29,50,lgbm,29,0.994782461632168
0,54,lgbm,0,0.7451465983659568
1,54,lgbm,1,0.7287175262261767
2,54,lgbm,2,0.7646191223206489
3,54,lgbm,3,0.798888485084036
4,54,lgbm,4,0.7447576613078535
5,54,lgbm,5,0.7335303911597719
6,54,lgbm,6,0.7421663286004058
7,54,lgbm,7,0.7345341918361807
8,54,lgbm,8,0.7660029863678411
9,54,lgbm,9,0.7658313053208836
10,54,lgbm,10,0.8063886422368312
11,54,lgbm,11,0.7456412431464458
12,54,lgbm,12,0.7270367189783712
13,54,lgbm,13,0.785121961638686
14,54,lgbm,14,0.7664145658263306
15,54,lgbm,15,0.737053835472196
16,54,lgbm,16,0.8147274240532668
17,54,lgbm,17,0.7403408014896694
18,54,lgbm,18,0.7204522344201265
19,54,lgbm,19,0.7920104846590077
20,54,lgbm,20,0.7279262617826034
21,54,lgbm,21,0.7262321419492602
22,54,lgbm,22,0.7751561597931641
23,54,lgbm,23,0.7670663275941134
24,54,lgbm,24,0.794939583439253
25,54,lgbm,25,0.7383449876976568
26,54,lgbm,26,0.752278117279478
27,54,lgbm,27,0.7529545227052817
28,54,lgbm,28,0.7515219313717436
29,54,lgbm,29,0.7858607451078725
0,151,lgbm,0,0.8620554943692337
1,151,lgbm,1,0.8513676622646806
2,151,lgbm,2,0.8809452996275746
3,151,lgbm,3,0.8614404030708283
4,151,lgbm,4,0.8594168548623983
5,151,lgbm,5,0.80329229282874
6,151,lgbm,6,0.8607873662133732
7,151,lgbm,7,0.8582422731024002
8,151,lgbm,8,0.885653786158681
9,151,lgbm,9,0.8654058998990295
10,151,lgbm,10,0.8569069968396807
11,151,lgbm,11,0.8804342883986125
12,151,lgbm,12,0.8632417772216665
13,151,lgbm,13,0.8806678419390609
14,151,lgbm,14,0.8656557084264932
15,151,lgbm,15,0.8470934320876717
16,151,lgbm,16,0.8549568565172814
17,151,lgbm,17,0.8683984509635192
18,151,lgbm,18,0.8604019135257144
19,151,lgbm,19,0.882274904151607
20,151,lgbm,20,0.8506357378248092
21,151,lgbm,21,0.864316314603285
22,151,lgbm,22,0.8656500497668713
23,151,lgbm,23,0.8800367824936477
24,151,lgbm,24,0.8619277767173886
25,151,lgbm,25,0.8398135924895087
26,151,lgbm,26,0.864536009081316
27,151,lgbm,27,0.8624203076982341
28,151,lgbm,28,0.8844319575460122
29,151,lgbm,29,0.856501656120745
0,1485,lgbm,0,0.7787078462500603
1,1485,lgbm,1,0.8153600331405069
2,1485,lgbm,2,0.8017992014239669
3,1485,lgbm,3,0.7901603414892395
4,1485,lgbm,4,0.8015348073709292
5,1485,lgbm,5,0.8211531847381093
6,1485,lgbm,6,0.8071331078274288
7,1485,lgbm,7,0.7826529215723264
8,1485,lgbm,8,0.8287391157935249
9,1485,lgbm,9,0.7922308546059933
10,1485,lgbm,10,0.8480493876479096
11,1485,lgbm,11,0.7961538461538461
12,1485,lgbm,12,0.821100255623911
13,1485,lgbm,13,0.7865187239944521
14,1485,lgbm,14,0.8171555473304339
15,1485,lgbm,15,0.8249475619545795
16,1485,lgbm,16,0.8153600331405069
17,1485,lgbm,17,0.8132121656501466
18,1485,lgbm,18,0.7749925108454053
19,1485,lgbm,19,0.7576600434969152
20,1485,lgbm,20,0.8091743119266055
21,1485,lgbm,21,0.8249941751019819
22,1485,lgbm,22,0.8075898407435913
23,1485,lgbm,23,0.8076467803030303
24,1485,lgbm,24,0.8304657745372634
25,1485,lgbm,25,0.8211531847381093
26,1485,lgbm,26,0.8095301521760847
27,1485,lgbm,27,0.8115133671642674
28,1485,lgbm,28,0.8191344502989757
29,1485,lgbm,29,0.7998934343733348
